"NAME","PHYLUM","CLASS","Sage1_L_100_16","Sage1_L_113_16","Sage1_L_20_16","Sage1_L_40_16","Sage1_L_60_16","Sage1_L_80_16","Sage1_R_100_16","Sage1_R_113_16","Sage1_R_20_16","Sage1_R_40_16","Sage1_R_60_16","Sage1_R_80_16","Sage2_L_100_16","Sage2_L_115_16","Sage2_L_20_16","Sage2_L_40_16","Sage2_L_60_16","Sage2_L_80_16","Sage2_R_100_16","Sage2_R_115_16","Sage2_R_20_16","Sage2_R_40_16","Sage2_R_60_16","Sage2_R_80_16"
"scaffold_1031","Pseudomonadota","Actinomycetia",0.788731859,0.87986602,0.676236153,0,0,0.834138045,0.770740707,0.797433608,0,0,0,0.917481877,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_103166","Undefined","Undefined",0.788731859,0.719849402,0.655493811,0.691163797,0,0,0.74073236,0.783952404,1.405861261,0,0,0.914816319,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1045469","Pseudomonadota","Undefined",0.756737445,0.810617305,0,0.898046471,0.795193423,0.834458022,0.767682212,0,0,1.009099181,1.044823739,0.9345707,0.878451911,0.92839069,0,0,0,0.797532809,1.200677727,1.378529458,0,0,0,0.898825992
"scaffold_109599","Pseudomonadota","Actinomycetia",0.788731859,0.842224693,0,0,0,0.729891626,0.765794777,0.797433608,0,0,0,0.937377376,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1110401","Undefined","Undefined",0.727371118,0.804920021,0,0.823843173,0,0.653875049,0.70508988,0.667924231,0,0.968497896,0,0,0.847628646,0.955138296,0,0.732193697,0.963858559,0.819832267,1.201901081,0,0,1.319506505,0,1.012984032
"scaffold_1151123","Pseudomonadota","GammaPseudomonadota",0.734608353,0.87986602,0,0.899434487,0.803184416,0.79411416,0.741985557,0.797433608,1.370049317,1.016725964,1.071169584,0.917884161,0.824420148,0.900176061,0.793123531,0.730169311,1.056544829,0.814045223,1.236482693,1.351247077,1.204196213,0,0,0
"scaffold_117091","Pseudomonadota","GammaPseudomonadota",0.788731859,0,0,0,0,0,0.692674636,0,0,0,0,0.799322657,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_11854","Pseudomonadota","AlphaPseudomonadota",0.788731859,0.849422129,0,0,0,0.644028909,0.767119115,0.762518211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_120369","Bacillota","Actinomycetia",0.788731859,0.688634443,0.767770651,0.800922553,0.637244403,0.773794429,0.72985144,0.762406575,1.488172267,0,0.962033722,0.716918281,0,0,0.668458492,0.607951576,0,0,0,0,1.124345462,0,0,0
"scaffold_121115","Pseudomonadota","AlphaPseudomonadota",0.773487461,0.659899515,0,0.85106154,0.790689527,0.825139712,0.732203672,0.651684188,0,0,1.050090937,0.933938247,0,0,0,0,0.822928791,0,0,0,0,0,0,0
"scaffold_1321","Actinomycetota","Actinomycetia",0.788731859,0.879232457,0,0,0,0,0.75711028,0.79302371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1325308","Pseudomonadota","GammaPseudomonadota",0.604144482,0.7324492,0,0.728591154,0.811838255,0.838954391,0.738181416,0.682628943,0,0,1.047571521,0.898211045,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_13301","Pseudomonadota","Actinomycetia",0.788731859,0.87986602,0.703444533,0.821076785,0.757126318,0.843570668,0.770740707,0.797433608,0,0.97251027,1.088988899,0.937295294,0,0.794173618,0,0,0,0,0,0,0,0,0,0
"scaffold_1335513","Pseudomonadota","GammaPseudomonadota",0.613592011,0.782625925,0.761598213,0.815682715,0.808806179,0.82180295,0.715916778,0.783828298,1.517634527,0.856749746,1.099798522,0.926176326,0.814980227,0.866255941,0.805462459,0,0.880317832,0.708740492,0,0,1.18230041,1.082823593,1.071828685,0
"scaffold_1338419","Pseudomonadota","AlphaPseudomonadota",0.788731859,0.87986602,0.70708262,0.824012408,0.811838255,0.843570668,0.770740707,0.797433608,0,0,0.881953132,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1343570","Pseudomonadota","AlphaPseudomonadota",0.683297581,0.786758504,0,0.718735775,0.760798315,0.752466086,0.681864444,0.741715013,0,0.848175755,0,0.921386491,0,0.80048336,0,0.658189813,0.915215738,0.69439517,0,0,0,0,1.118386269,0
"scaffold_1352847","Actinomycetota","Actinomycetia",0.788004917,0.87986602,0,0.899434487,0.811838255,0.842793183,0.770740707,0.797249867,0,1.005398923,1.105531873,0.937878915,0.884579486,1.02873657,0,0,0.980635083,0.868768026,1.434364193,1.540368791,0,0,1.400117378,1.1573354
"scaffold_1357650","Pseudomonadota","Undefined",0.636029241,0.679393022,0.735525386,0.877922333,0.811838255,0.792174872,0.609878661,0.716927345,1.681327416,1.040770833,1.075536843,0.934337076,0.835310232,0.970697539,0.82192915,0.743822062,0.848881633,0.738165275,0,1.420227544,1.178973957,1.312439883,0,0
"scaffold_136739","Pseudomonadota","Undefined",0.788731859,0.855730044,0,0.704856079,0,0,0.752000752,0.784507627,0,0,0,0.879407661,0,0,0,0.685762933,0,0,0,0,0,0,0,0
"scaffold_1382574","Pseudomonadota","GammaPseudomonadota",0.669235299,0,0,0,0.710182963,0.740568092,0.655569491,0.648207879,0,0,0.974409083,0.815899506,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1385841","Pseudomonadota","GammaPseudomonadota",0.763131597,0.853483638,0.791320319,0.755969821,0.798286704,0.785159592,0.746200895,0.761444332,0,0,1.076511499,0.788282155,0,0,0.845931663,0.629848367,0,0,0,0,0,0,0,0
"scaffold_1392","Pseudomonadota","Undefined",0.788731859,0.87986602,0.795671291,0.828900221,0.764450088,0.780844379,0.770700042,0.797433608,1.539563082,0.929593119,1.023791905,0.881302681,0.837843072,0.958241678,0.803956187,0.748258754,1.011567143,0.807530907,1.322032084,1.479370051,0,1.302618793,1.300717311,1.048580683
"scaffold_1402755","Actinomycetota","Actinomycetia",0.768981184,0,0,0,0.811838255,0.819676425,0.72043374,0.624263502,0,0,1.092771822,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1444405","Pseudomonadota","AlphaPseudomonadota",0.612255707,0.814862725,0,0,0.790846131,0.695778867,0.621473246,0.67750296,0,0,1.081607059,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1575668","Pseudomonadota","AlphaPseudomonadota",0.729414008,0.780244826,0,0,0.799090382,0.813592537,0.707680104,0,0,0,1.054239823,0.937103809,0,0,0.702446855,0,0,0,0,0,0,0,0,0
"scaffold_1604","Pseudomonadota","Actinomycetia",0.788731859,0.87986602,0.708102206,0,0.744828752,0.837213333,0.770740707,0.797433608,0,0.785343027,0.955063488,0.935935198,0,0,0.779496736,0.612345485,0,0,0,0,0,0,0,0
"scaffold_1620","Pseudomonadota","AlphaPseudomonadota",0.788731859,0.87986602,0.826181631,0.786244286,0.725110494,0.745165057,0.770740707,0.797433608,1.629349008,0.856174725,0.924729835,0.855620977,0.687840188,0.866059611,0.83869445,0.682551787,0.929370078,0,1.123284714,1.248001743,1.251586503,1.159184647,1.073511871,0
"scaffold_167430","Pseudomonadota","GammaPseudomonadota",0.776824332,0.766008447,0,0,0,0.751996857,0.744698426,0.773929094,0,0,0,0.764597189,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1675166","Pseudomonadota","Actinomycetia",0.788731859,0.87986602,0,0,0,0.843570668,0.770740707,0.797433608,0,0,0,0.934436627,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1675242","Actinomycetota","Actinomycetia",0.761454689,0.848780185,0.715963123,0.899321711,0.811838255,0.843570668,0.770393683,0.797433608,0,1.040857429,1.107317869,0.937878915,0.883069216,1.006100896,0,0.670830701,1.046134358,0.862943284,1.410932538,1.536106175,0,1.115949045,1.332088818,1.14343056
"scaffold_1675329","Pseudomonadota","Undefined",0.788731859,0.87986602,0,0,0,0.843570668,0.770740707,0.797433608,0,0,1.10577344,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1675395","Bacillota","Actinomycetia",0.788731859,0.878451389,0,0,0.716870284,0.843570668,0.770740707,0.797433608,0,0,1.011840867,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1676197","Pseudomonadota","AlphaPseudomonadota",0.75424549,0.795486289,0,0.797938607,0.771847569,0.839973755,0.766185911,0.78938053,0,0.934591643,1.090502674,0.936756379,0,0.782730075,0,0,0.895218523,0.673308567,0,0,0,0,1.081111324,0
"scaffold_1677178","Pseudomonadota","Undefined",0.755248931,0,0,0.68892783,0.81008175,0.843570668,0.765421685,0.658930572,0,0,1.106037351,0.937808942,0,0,0,0,1.024823704,0,0,0,0,0,1.115003377,0
"scaffold_1677487","Pseudomonadota","Undefined",0.764511408,0.874546984,0,0,0,0.843570668,0.770740707,0.700942605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1678","Pseudomonadota","AlphaPseudomonadota",0.788731859,0.87986602,0.695922797,0.775530726,0.721525936,0.834284565,0.770740707,0.79739207,0,0.880797835,1.017319693,0.937878915,0.71769211,0.83441926,0.696626789,0.696407275,0,0,0,0,0,0,0,0
"scaffold_1679340","Pseudomonadota","AlphaPseudomonadota",0.688622908,0.837668564,0,0.71625722,0.748033285,0.843570668,0.742201122,0.785574977,0,0.878857628,0.987603379,0.933903966,0.756868195,0.799971222,0,0.633766461,0.906689629,0.700068081,0,1.329472731,0,0,0,0
"scaffold_1686023","Actinomycetota","Actinomycetia",0.647123016,0.828075937,0,0.718414772,0.73358627,0.795868432,0.72785024,0.759719231,0,0.806247329,1.017662265,0.834580852,0,0.821356647,0,0,0.855567724,0,0,0,0,0,0,0
"scaffold_1686878","Actinomycetota","Actinomycetia",0.77749606,0.776164568,0,0.67472696,0.78390779,0.843570668,0.76380083,0.795075922,0,0.808180351,1.102258226,0.929308056,0,0.863595982,0.867095174,0,0.92433125,0,0,0,1.203922833,0,0,0
"scaffold_1686903","Undefined","Undefined",0.748303117,0.662888431,0,0,0,0.843570668,0.750417126,0.696158574,0,0,0,0.89737587,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1688409","Pseudomonadota","GammaPseudomonadota",0.631145126,0.688806491,0,0,0.774515056,0.789788007,0.719038569,0.668197946,0,0,0.891841528,0.826694773,0.895541779,1.028550353,0,0,1.011103336,0.856729233,1.428661092,1.607927865,0,1.236185643,1.366173774,1.154255007
"scaffold_1700679","Pseudomonadota","Actinomycetia",0.689298633,0,0,0,0.756830867,0.827021053,0,0,0,0,1.041140289,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1703456","Actinomycetota","Actinomycetia",0.671958571,0.74766637,0,0.739315381,0.767718374,0.777332252,0.680500137,0.738323145,0,0.789072319,1.048909894,0.863110946,0,0,0,0,0.855363469,0,0,0,0,0,0,0
"scaffold_1704691","Actinomycetota","Actinomycetia",0.725300434,0.813643982,0,0,0.672312477,0.843570668,0.726827462,0.734237228,0,0,1.010735865,0.849698506,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1713276","Pseudomonadota","GammaPseudomonadota",0.650179619,0.735673123,0,0,0,0.829006417,0.754899229,0.771209428,0,0,0,0.92811202,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1713844","Pseudomonadota","Actinomycetia",0.788731859,0.858911223,0,0,0.681057781,0.824608951,0.769503232,0.797433608,0,0,1.021831863,0.937878915,0.695577649,0.80034967,0,0,0,0,0,0,0,0,0,0
"scaffold_1734779","Pseudomonadota","Undefined",0.736168575,0.815554781,0,0.755705436,0.669890183,0.843570668,0.707225708,0.768861999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1752632","Pseudomonadota","Undefined",0.671296249,0.807371831,0,0,0,0.843570668,0.705948201,0.767417286,0,0,0.992464322,0.89747677,0.743433385,0,0,0,0,0,0,0,0,0,1.06822317,0.944092075
"scaffold_1768053","Pseudomonadota","Actinomycetia",0.76340729,0.850387028,0,0,0,0.801568778,0.769306104,0.766263564,0,0,1.046000593,0.904710559,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_183629","Bacillota","Actinomycetia",0.788731859,0.746369106,0,0,0,0.773757923,0.631948319,0.626947802,0,0,0,0.91631848,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1848582","Pseudomonadota","Actinomycetia",0.644078225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_186328","Undefined","Undefined",0.788731859,0.77635237,0,0,0,0.80831307,0.770740707,0.69868022,0,0,0,0,0.696252733,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1914334","Pseudomonadota","AlphaPseudomonadota",0.698609337,0,0,0,0.624339144,0.843570668,0.73326547,0.626831928,0,0,0.836321114,0.923438316,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_194403","Bacillota","Actinomycetia",0.788731859,0.790827785,0.7731809,0,0,0.730646467,0.770740707,0.752319834,1.494669664,0,0,0.805604359,0,0.837648675,0,0.638005735,0.822109141,0.694541699,0,0,1.065208747,0,0,0
"scaffold_1950089","Pseudomonadota","Actinomycetia",0.708192338,0.838815932,0,0,0,0.822035853,0.705607689,0.767249061,0,0,0,0.769456997,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2005924","Pseudomonadota","Actinomycetia",0.784073993,0.873803951,0,0,0,0.843570668,0.751775631,0.791154603,0,0,0,0.734794898,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2024769","Actinomycetota","Actinomycetia",0.788731859,0.87986602,0,0,0,0.843570668,0.770740707,0.797433608,0,0,0,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2024805","Pseudomonadota","Undefined",0.788628159,0.879858308,0,0.865566449,0.81153939,0.843541092,0.770740707,0.797433608,0,0.952022802,1.106444353,0.937730945,0.883386694,1.007528367,0,0.629341037,1.04135538,0.853936606,1.416922926,1.574113989,0,1.327859149,1.362178369,1.131495227
"scaffold_2024873","Pseudomonadota","Undefined",0.788334634,0.879842067,0.70279378,0,0.709462708,0.832375494,0.770740707,0.797433608,0,0,1.105584565,0.937878915,0.708279876,0.79160532,0.705897084,0.596961564,0.826139091,0.760595402,0,0,0,0,0,0.911420135
"scaffold_2024934","Actinomycetota","Actinomycetia",0.788731859,0.879595634,0,0.752113988,0.756433709,0.843228482,0.770740707,0.797433608,0,0,1.100063061,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2025147","Pseudomonadota","Actinomycetia",0.7881604,0.87130389,0.659006831,0,0.733323642,0.843222921,0.770740707,0.797433608,0,0,1.005040495,0.937878915,0,0,0.674151422,0,0,0,0,0,0,0,0,0
"scaffold_2025151","Bacillota","Actinomycetia",0.788731859,0.87986602,0.709347849,0.704602946,0.688463818,0.838576337,0.770740707,0.797433608,0,0.787910744,1.051655108,0.936891107,0.736879869,0,0.699513633,0,0,0,0,0,0,0,0,0
"scaffold_2025183","Pseudomonadota","AlphaPseudomonadota",0.78833859,0.87986602,0.866792691,0.890754502,0.811838255,0.843570668,0.770381202,0.797433608,1.690320223,1.034158237,1.107317869,0.937878915,0.836405708,0.953271911,0.83930157,0.754200845,1.055912903,0.824397745,1.331490974,1.517857915,1.203193997,1.35042134,1.354321777,1.049146169
"scaffold_2025364","Bacillota","Actinomycetia",0.787677907,0.870401965,0,0,0,0.829095234,0.770220653,0.795861614,0,0,0,0.935732256,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2025959","Pseudomonadota","AlphaPseudomonadota",0.779011995,0.824891161,0,0,0,0,0.770740707,0.793381196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2026148","Pseudomonadota","Undefined",0.788295645,0.868430551,0,0.704861558,0.792524095,0.842139938,0.770740707,0.797433608,0,0,1.107042285,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2026268","Pseudomonadota","AlphaPseudomonadota",0.770903831,0.827835365,0,0.751027998,0.649257397,0.824556868,0.769247166,0.768876682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2026514","Pseudomonadota","Undefined",0.734185526,0.87986602,0,0,0.615501114,0.843570668,0.770740707,0,0,0,0.950884496,0.937220548,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2026617","Pseudomonadota","GammaPseudomonadota",0.788731859,0.87986602,0,0,0.750904185,0.842886741,0.770740707,0.797433608,0,0,1.104900823,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2026895","Pseudomonadota","GammaPseudomonadota",0.787655002,0.87851824,0,0,0,0.801040998,0.770740707,0.795521679,0,0,0,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2027163","Pseudomonadota","Actinomycetia",0.788731859,0.874753625,0,0,0.684675373,0.836767089,0.770740707,0.797433608,0,0,1.040961383,0.935072843,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2027538","Bacillota","Actinomycetia",0.788731859,0.87752426,0.68205252,0,0.641667376,0.840619886,0.770740707,0.797130413,0,0,0.941773827,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2027979","Pseudomonadota","Undefined",0.788731859,0.877989588,0,0,0,0,0.770740707,0.796387064,0,0,0,0.867950528,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2028194","Pseudomonadota","AlphaPseudomonadota",0.745024749,0.819285814,0,0.870438491,0.807552636,0.838307877,0.760123005,0.76951983,0,0,1.100065787,0.932742609,0,0,0,0,0.90770824,0,0,0,0,0,1.219472306,0
"scaffold_2028237","Bacillota","Actinomycetia",0.788231055,0.873571685,0.753573217,0.696125134,0.660013779,0.831144212,0.770740707,0.79260661,1.369256211,0,0,0.851054449,0,0,0.729471808,0,0.929546124,0,0,0,1.037169235,0,0,0
"scaffold_2029817","Pseudomonadota","Undefined",0.775554657,0.864957748,0,0.880500146,0.791060531,0.837073718,0.770740707,0.792709288,0,0.978739348,1.023653464,0.927988569,0.866573749,0.999577648,0,0.722110534,0.938931454,0.84969808,1.376862726,1.56025884,0,1.254071994,1.172121085,1.112933016
"scaffold_2030219","Actinomycetota","Actinomycetia",0.788731859,0.87986602,0,0,0,0.83191241,0.770740707,0.797433608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2030416","Pseudomonadota","AlphaPseudomonadota",0.711631153,0.836149931,0,0,0,0.813323864,0.770482834,0.774977579,0,0,0,0.936205345,0.682526484,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2030647","Pseudomonadota","Undefined",0.788621148,0.87986602,0.656065443,0,0,0.833061927,0.770713661,0.797433608,0,0.803261465,0.973376588,0.937483977,0.895506346,1.015627268,0.684632644,0.667192223,0,0.721348317,1.439629584,1.611762758,0,1.10151226,0,1.096709909
"scaffold_2031889","Bacillota","Actinomycetia",0.788731859,0.87986602,0,0,0,0.84105774,0.770740707,0.797433608,0,0,0,0.93744909,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2032282","Pseudomonadota","Undefined",0.604013959,0.858199894,0,0.848648916,0.741332411,0.77109071,0.770740707,0.745650834,0,0,0,0.759143667,0,0.869153851,0,0,0,0,0,1.258030723,0,0,0,0
"scaffold_2034839","Pseudomonadota","Undefined",0.786487849,0.873274013,0.775076606,0.848169835,0.793937701,0.832770531,0.770740707,0.796639539,1.56930284,1.019639298,0,0.84148494,0.897232344,1.029903298,0,0.690378733,0,0.869627879,1.439538063,1.603456699,0,0,0,1.141162192
"scaffold_2035340","Pseudomonadota","Actinomycetia",0.788731859,0.87986602,0,0,0.775092241,0.842939081,0.770740707,0.797433608,0,0,1.105056806,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2036048","Pseudomonadota","AlphaPseudomonadota",0.775401322,0.864486317,0,0,0,0.806328007,0.770740707,0.793590184,0,0,0,0.915397787,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2044407","Actinomycetota","Actinomycetia",0.765335549,0.867994308,0,0.847834424,0.802891227,0.831406707,0.770264402,0.797022941,0,1.022613401,1.099448374,0.933628563,0.702433799,0.796888161,0.77113447,0,0,0,0,0,1.205402849,0,0,0
"scaffold_2046326","Bacillota","Actinomycetia",0.788731859,0.879633189,0,0,0,0.843570668,0.770740707,0.797433608,0,0,0.869386641,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2050778","Pseudomonadota","Actinomycetia",0.788731859,0.87986602,0.681567645,0,0.631872067,0.815649849,0.770740707,0.797433608,0,0,0.867393342,0.887962181,0,0,0,0,0,0.676572337,0,0,0,0,0,0
"scaffold_2055622","Bacillota","Actinomycetia",0.758255982,0.78765233,0,0,0,0.734248294,0.770345388,0.780255178,0,0,1.040299486,0.871815295,0.744401962,0,0.676576522,0,0,0,0,0,0,0,0,0
"scaffold_2055905","Bacillota","Actinomycetia",0.781099529,0.824136657,0,0,0,0.799045275,0.770316944,0.762796894,0,0,0,0.920655935,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2065020","Pseudomonadota","GammaPseudomonadota",0.775809873,0.873844539,0.671438383,0.773155527,0.629839675,0.709739983,0.770740707,0.787511165,0,0,1.017069855,0.865524922,0.85560918,0.935523714,0.698984473,0,0.948116855,0.818877259,1.270571654,1.331342796,0,0,0,1.10046623
"scaffold_2065516","Pseudomonadota","GammaPseudomonadota",0.78366325,0.879394831,0,0,0,0.842365997,0.770740707,0.796437172,0,0,0,0.754471855,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2066822","Actinomycetota","Actinomycetia",0.744500748,0,0,0,0,0,0.770740707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2072348","Bacillota","Actinomycetia",0.611405727,0,0,0.763571432,0.615818292,0.6647811,0.729947405,0.692665398,1.303256269,0,0.858884492,0.759088883,0,0,0.676075758,0,0,0,0,0,1.083726607,0,0,0
"scaffold_2076101","Undefined","Undefined",0.787366933,0.862464467,0,0,0,0.802278457,0.770740707,0.785210892,0,0,0,0.845366261,0.835342673,0.885914122,0,0,0,0,0,1.405401362,0,0,0,0
"scaffold_2077883","Pseudomonadota","GammaPseudomonadota",0.770356743,0.854911602,0,0,0.712337187,0.733771903,0.770740707,0.764720454,0,0,0.879909717,0.890616848,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2080398","Euryarchaeota","Undefined",0.705827147,0.731799444,0,0,0,0,0.770740707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2084840","Pseudomonadota","GammaPseudomonadota",0.698566064,0.87986602,0,0,0,0.659595489,0.737165155,0.730612035,0,0,0,0.808022761,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2086433","Pseudomonadota","Actinomycetia",0.716684237,0.816165312,0,0,0,0.717369061,0.770740707,0.761576158,0,0,0,0.816135018,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2098180","Bacillota","Actinomycetia",0.718892272,0.804215043,0,0.747364556,0,0.641135358,0.770740707,0.749336874,0,0.91295179,0.928981786,0.890037161,0,0,0.765287854,0.717018942,0.949539567,0,0,0,0,0,0,0
"scaffold_2101546","Pseudomonadota","Undefined",0.788446912,0.878435602,0,0,0,0.839608811,0.768930803,0.797433608,0,0,0.944100495,0.936354184,0,0,0.780675392,0,0,0,0,0,0,0,0,0
"scaffold_2110927","Actinomycetota","Actinomycetia",0.694922931,0.789761163,0,0,0,0.730811671,0.742215269,0.779381751,0,0,0,0.750505334,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2119996","Pseudomonadota","GammaPseudomonadota",0.65316381,0.786747716,0,0.811193329,0.710554456,0.765697593,0.770740707,0.712423304,0,0,0,0.838983224,0,0,0.687843835,0,0,0.659854693,0,0,0,0,0,0
"scaffold_2120720","Pseudomonadota","GammaPseudomonadota",0.726412738,0,0,0,0,0,0.770740707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2141883","Pseudomonadota","Undefined",0.708026052,0.836226552,0,0,0,0.79419276,0.770740707,0.780686789,0,0,0,0.910220288,0,0,0.69720098,0,0,0,0,0,0,0,0,0
"scaffold_2143957","Pseudomonadota","AlphaPseudomonadota",0.603680067,0.787200255,0,0,0,0.63363094,0.758417428,0.684900398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2144257","Pseudomonadota","Actinomycetia",0.631557032,0.824077413,0,0,0,0,0.762363091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2148395","Bacillota","Actinomycetia",0.77922466,0.847233066,0,0,0,0.686354438,0.770740707,0.764160995,0,0,0,0.800914679,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2158332","Pseudomonadota","Undefined",0.681825432,0.720059029,0,0,0,0.639284277,0.767490596,0.714087384,0,0,0.878183117,0.81979657,0,0,0.73375898,0,0,0.673199387,0,0,0,0,0,0
"scaffold_2169205","Bacillota","Actinomycetia",0.773234542,0.878046235,0.769527075,0,0.753070232,0.831793828,0.770740707,0.773931169,1.400984463,0,0.861692551,0.888414774,0,0,0.821043061,0.666286029,0,0,0,0,1.02798166,0,0,0
"scaffold_2171979","Pseudomonadota","AlphaPseudomonadota",0.659065993,0.846698295,0,0,0,0.676623174,0.770740707,0.760275707,0,0,0,0.708565065,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2178911","Pseudomonadota","Actinomycetia",0.772539633,0.876063249,0,0,0,0.684518176,0.764911226,0.793125485,0,0,0,0.843128317,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_217967","Pseudomonadota","Undefined",0.768923524,0.706102525,0,0,0,0.676493601,0.585094258,0.62492942,0,0,0,0.769253425,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2211597","Actinomycetota","Actinomycetia",0.765507924,0.67457488,0,0,0,0,0.770740707,0.781086665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2216574","Pseudomonadota","Actinomycetia",0.676550072,0.80268479,0,0.812646949,0,0.73310308,0.770740707,0,0,0,0,0.931414837,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_224386","Pseudomonadota","GammaPseudomonadota",0.761677732,0,0,0,0.709733707,0.82724828,0.648723709,0.604562682,0,0,0.904747846,0.852917149,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2248304","Pseudomonadota","Actinomycetia",0.613458112,0.828540502,0,0,0,0,0.770740707,0.714367607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2313932","Pseudomonadota","GammaPseudomonadota",0.600504355,0.685147528,0,0,0,0,0.770740707,0.797433608,0,0,0,0.715607034,0.719818393,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2338930","Pseudomonadota","GammaPseudomonadota",0.63318788,0,0,0,0,0,0.770740707,0,0,0,0,0,0.685365381,0,0,0,0,0,1.145785649,1.440721187,0,0,0,0
"scaffold_2411980","Bacillota","Actinomycetia",0.623010129,0.815739212,0.722572495,0.711043416,0.677509141,0.698452142,0.762643628,0.791674074,0,0,0,0.777768266,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2423194","Pseudomonadota","Actinomycetia",0.788731859,0.879773284,0,0,0,0.821696196,0.770740707,0.797433608,0,0,0,0.792368672,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2423196","Pseudomonadota","Undefined",0.787035434,0.878929023,0,0,0,0.843570668,0.77072455,0.797433608,0,0,0,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2423249","Pseudomonadota","AlphaPseudomonadota",0.788694672,0.87986602,0,0,0,0.774810975,0.769765622,0.797433608,0,0,0,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
