"NAME","PHYLUM","CLASS","Sage1_L_100_16","Sage1_L_113_16","Sage1_L_20_16","Sage1_L_40_16","Sage1_L_60_16","Sage1_L_80_16","Sage1_R_100_16","Sage1_R_113_16","Sage1_R_20_16","Sage1_R_40_16","Sage1_R_60_16","Sage1_R_80_16","Sage2_L_100_16","Sage2_L_115_16","Sage2_L_20_16","Sage2_L_40_16","Sage2_L_60_16","Sage2_L_80_16","Sage2_R_100_16","Sage2_R_115_16","Sage2_R_20_16","Sage2_R_40_16","Sage2_R_60_16","Sage2_R_80_16"
"scaffold_3816987","Pseudomonadota","AlphaPseudomonadota",0.781565418,0.875121049,0,0.689351501,0.671510541,0.823147616,0.766623629,0.791961264,0,0,1.069811531,0.935529783,0,0,0,0,0.832033194,0.661459655,0,0,0,0,0,0
"scaffold_3816988","Bacillota","Undefined",0.788502479,0.87986602,0,0.846013365,0.808734529,0.843534891,0.770726698,0.797394956,0,0,1.095926014,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_3817027","Actinomycetota","Actinomycetia",0.67916673,0.813870716,0,0.86894377,0.800400866,0.82521624,0.758507153,0.723208617,0,0.827178907,1.10431586,0.932793617,0,0,0,0,0,0.806743125,0,0,0,0,0,1.059884646
"scaffold_3817084","Actinomycetota","Actinomycetia",0.766957465,0.859847287,0,0,0.744718566,0.820570132,0.753447508,0.783266404,0,0,1.071198149,0.912294694,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_3817583","Pseudomonadota","Actinomycetia",0.788731859,0.856650415,0.711066367,0.765182736,0.788146453,0.84180396,0.770740707,0.787047405,0,0.866001705,1.107317869,0.937878915,0.676972577,0,0.713153382,0,0,0.666433068,0,0,0,0,0,0
"scaffold_3817640","Pseudomonadota","Undefined",0.662738919,0,0,0,0,0.800145501,0.757837588,0.681110405,0,0,0,0.928451369,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_3817714","Pseudomonadota","Undefined",0.680601826,0.806271644,0,0,0,0.808932842,0.769672005,0.792707573,0,0,0,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_3817766","Pseudomonadota","GammaPseudomonadota",0.734394837,0.845896034,0.720760107,0.737899567,0.80019988,0.838499806,0.770726092,0.7737533,0,0.864376379,1.10494512,0.937878915,0,0,0.732405862,0,0,0,0,0,0,0,0,0
"scaffold_3817795","Pseudomonadota","GammaPseudomonadota",0.788731859,0.879413138,0,0,0.763631678,0.843570668,0.770740707,0.797433608,0,0,1.067032452,0.937878915,0.743388635,0.824904541,0,0,0,0.697213347,1.115501992,1.262210626,0,0,0,0.916369567
"scaffold_3817895","Pseudomonadota","Undefined",0.641388849,0.695504391,0,0,0,0.666907831,0.652439139,0.693633858,0,0,0.862138178,0.833068306,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_3818861","Pseudomonadota","Actinomycetia",0.626960962,0,0,0,0,0.651395973,0.675394325,0.635874489,0,0,0.929303096,0.838363859,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_3819059","Pseudomonadota","Actinomycetia",0.788731859,0.879482566,0,0,0,0.833920232,0.770740707,0.795840768,0,0,0,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_3819553","Pseudomonadota","AlphaPseudomonadota",0.723822628,0.812536114,0,0,0.747888452,0.838700919,0.75775491,0.791599054,0,0,1.104827844,0.937878915,0,0,0,0,0.859175324,0,0,0,0,0,0,0
"scaffold_3819895","Pseudomonadota","Undefined",0.726473456,0.714936457,0.730588219,0.808465097,0.74574898,0.843570668,0.767230807,0.792522493,0,0.849681561,1.107317869,0.937878915,0.778069437,0.93328085,0.767538789,0.717182138,1.0409995,0.863396335,1.229329818,1.40723831,1.088805374,1.285340505,1.300719844,0.979822316
"scaffold_3820032","Pseudomonadota","AlphaPseudomonadota",0.788057756,0.845668305,0,0.817694338,0.809195015,0.843570668,0.770740707,0.796135437,0,0,1.105425095,0.937878915,0.897599225,1.022457039,0,0.608011465,1.014976419,0.852851135,1.402810578,1.549520544,0,0,1.162271561,1.123351315
"scaffold_3820315","Bacillota","Actinomycetia",0.788731859,0.879745634,0,0,0.663660765,0.836789785,0.770740707,0.797433608,0,0,1.105916441,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_3822880","Pseudomonadota","Undefined",0.788627983,0.820825886,0.698037478,0.796555671,0.808363378,0.819740046,0.769065846,0.733054996,1.610136725,0.971490205,1.105713695,0.937878915,0,0,0,0,0,0.720411309,0,0,0,0,0,0
"scaffold_3823646","Pseudomonadota","AlphaPseudomonadota",0.765750667,0.787961378,0,0.763167772,0.806519725,0.842797743,0.753721419,0.762800702,0,0,1.107317869,0.937535181,0,0,0.745584273,0.612146461,0,0,0,0,0.992529457,0,0,0
"scaffold_3824192","Undefined","Undefined",0.788302032,0.87798494,0,0,0.651716729,0.8402466,0.769900663,0.794191056,0,0,0,0.937878915,0.86528269,0.958053292,0,0,0,0,1.188873712,1.331121076,0,0,0,0.902012508
"scaffold_3824411","Pseudomonadota","Actinomycetia",0.7182037,0.842952333,0,0,0.610650042,0.837177045,0.748554326,0.78015649,0,0,0.886566397,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_3829412","Actinomycetota","Actinomycetia",0.788731859,0.87986602,0,0,0.811105313,0.843244272,0.770740707,0.797433608,0,0,1.102747782,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_3829426","Pseudomonadota","Undefined",0.772912534,0.844571677,0.829799634,0.771424321,0.68120819,0.832243402,0.76004204,0.787087302,1.611197363,0.961752215,1.003612689,0.937878915,0.785627298,0.942054187,0.865908728,0.599940049,0.915293369,0.770766337,0,0,1.208054066,0,0,0.938936662
"scaffold_3833849","Pseudomonadota","GammaPseudomonadota",0.636542605,0.815995308,0,0,0,0.791452544,0.742971826,0.773385036,0,0,0,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_3839077","Pseudomonadota","Actinomycetia",0.679841648,0.770303085,0.725696812,0.752202218,0.775383098,0.775332786,0.720912566,0.776735888,0,0.906264563,1.08580628,0.935937446,0,0.808918251,0.70914058,0,0.888632874,0.663113871,0,0,1.099839339,0,1.080181931,0
"scaffold_3839124","Pseudomonadota","Actinomycetia",0.742212827,0.86670583,0,0,0,0.751133148,0.761174921,0.70260778,0,0,0,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_3847874","Pseudomonadota","GammaPseudomonadota",0.713458044,0.790482805,0,0,0.641416653,0.767080232,0.714464401,0.743638483,0,0,1.080953158,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_3847994","Pseudomonadota","Undefined",0.621510665,0.695423143,0,0,0.778253856,0.774615309,0.72567353,0.789027884,0,0.78587773,1.04587362,0.937878915,0.724397068,0,0,0,0,0,0,0,0,0,0,0
"scaffold_3878396","Pseudomonadota","Undefined",0.657685557,0,0,0,0,0.697376249,0.657311847,0.66717454,0,0,0,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_3880526","Actinomycetota","Actinomycetia",0.6558695,0.799892235,0,0,0.754999605,0.747505154,0.738688496,0.763151938,0,0,0.954014869,0.909573042,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_3899190","Pseudomonadota","AlphaPseudomonadota",0.788731859,0.725030378,0.708790719,0.705823249,0.779394219,0.82173437,0.725588322,0.736412916,1.43003175,0.841565993,0.92603354,0.937878915,0,0.904498077,0.781478099,0.703931629,0.956705522,0.752025432,0,0,0,0,1.137665936,0.886075562
"scaffold_3931364","Bacillota","Actinomycetia",0.667388496,0.696335684,0,0,0,0.731704996,0.667805539,0.707115502,0,0,0,0.845817181,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_3991435","Pseudomonadota","AlphaPseudomonadota",0.718414742,0.866700942,0,0,0,0.76415722,0.770740707,0.794947842,0,0,0,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_399223","Pseudomonadota","AlphaPseudomonadota",0.712078683,0.87986602,0,0,0,0,0.734311645,0.741532792,0,0,0,0.819834676,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_4037690","Bacillota","Actinomycetia",0.708366167,0.778687831,0.732914576,0.674903171,0.667669016,0.642194264,0.723060241,0,0,0.846502832,0.875216307,0.937878915,0,0,0.73248822,0,0.827271028,0,0,0,1.103447315,0,0,0
"scaffold_415000","Pseudomonadota","Actinomycetia",0.753747784,0.87986602,0,0,0,0,0.743658228,0.710156888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_4189432","Pseudomonadota","Undefined",0.748390935,0.875861876,0,0,0,0.758494861,0.766141946,0.788905445,0,0,0,0.928868373,0.898659871,1.028734192,0,0,0.820881703,0.865756365,1.421536899,1.594792633,0,0,0,1.149904878
"scaffold_4191342","Pseudomonadota","AlphaPseudomonadota",0.752290306,0.732882915,0,0,0,0.765457762,0.71825259,0.690395282,0,0,0,0,0.89857337,1.028751473,0.730288391,0.679165038,0.832522671,0.871168787,1.442411816,1.564549237,0,0,1.297640819,1.149412336
"scaffold_4196080","Bacillota","Actinomycetia",0.604582166,0,0.686086337,0.897232627,0.809850834,0.758709332,0.711679108,0.632726,0,1.043134431,1.092849924,0.915746788,0.898659871,1.022333767,0.724449799,0.770840959,1.068374096,0.862531999,1.325024961,1.51285326,0,0,1.356497221,1.056900959
"scaffold_4196549","Pseudomonadota","Undefined",0.673916881,0.743950555,0,0,0.726119592,0.682154962,0.692727893,0.711829227,0,0.996519772,0,0,0.898659871,1.03063636,0,0.778271661,1.045763936,0.870388708,1.447342301,1.618692627,0,1.390751531,1.402691554,1.157602129
"scaffold_4301294","Undefined","Undefined",0.694634241,0.711425557,0,0,0,0,0.641214722,0.628970622,0,0.792997162,0,0,0.898659871,0.959149494,0,0,0,0,1.300239526,1.522456443,0,0,0,0
"scaffold_4313457","Pseudomonadota","GammaPseudomonadota",0.744118068,0.726474434,0,0.886525761,0.788192481,0.830751527,0.703394432,0.669184471,0,0,1.10077399,0.935107639,0.898659871,1.009753901,0,0.607104455,1.091106877,0.82141312,1.304097503,1.518250324,0,1.265622329,1.396971736,1.120465041
"scaffold_439156","Undefined","Undefined",0.705760707,0.87986602,0,0.756932679,0,0,0,0,1.399293171,0.799580273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_440953","Pseudomonadota","AlphaPseudomonadota",0.606206968,0.874747213,0,0,0,0.743236471,0.690029657,0.669081333,0,0,0,0.74084553,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_4500924","Actinomycetota","Actinomycetia",0.635881476,0.700029664,0,0.723088134,0,0.683285855,0.76432273,0.632634687,0,0,0.875963038,0.771034445,0.898659871,0,0,0,0,0.813230772,0,0,0,0,0,1.063837233
"scaffold_457607","Pseudomonadota","Actinomycetia",0.654189891,0.87196667,0,0,0,0,0.694624739,0.692797982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_465484","Pseudomonadota","Undefined",0.68775623,0.87986602,0.780837642,0,0,0,0.749909877,0.784955984,0,0.796076276,0,0,0.751013761,0,0,0,0,0,0,1.274461407,0,0,0,0
"scaffold_471","Bacillota","Actinomycetia",0.788731859,0.878415744,0.849081759,0.838881372,0.784554947,0.840341734,0.76954088,0.796031578,1.608955568,0.991056037,1.008899979,0.924859022,0.852691646,0.976671499,0.880955045,0.757205724,0.99116734,0.818979291,1.313202552,1.475416896,1.272914131,1.251948605,1.203280983,1.050792863
"scaffold_490811","Bacillota","Actinomycetia",0.753880916,0.87986602,0,0,0,0,0,0.670091497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_498","Pseudomonadota","Actinomycetia",0.788731859,0.87986602,0.67094308,0,0.671044952,0.838940793,0.770740707,0.797433608,0,0,0.89819494,0.937878915,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_50473","Pseudomonadota","Undefined",0.760484592,0.780714708,0,0.680060222,0,0,0.682220935,0.701170397,0,0,0,0.846088975,0,0,0.691445843,0.633002228,0,0,0,1.272365369,0,0,0,0
"scaffold_5152","Pseudomonadota","Actinomycetia",0.788635701,0.775386958,0.655911518,0.812972544,0.792488742,0.820842339,0.769519173,0.777163579,0,0.923464879,1.096113068,0.935935125,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_5177082","Pseudomonadota","Undefined",0.755841976,0.843216115,0.873395166,0.87677995,0.783554874,0.782194818,0.743301548,0.774722045,1.736861508,1.04254597,1.063236529,0.867653823,0.898577661,1.030557791,0.889080224,0.795921667,1.085836813,0.871345899,1.447376025,1.617952236,1.318259056,1.409378455,1.407688138,1.157160889
"scaffold_5178125","Pseudomonadota","GammaPseudomonadota",0.78629946,0.876680664,0.87335613,0.899434487,0.810822278,0.834936643,0.766606941,0.792942831,1.708682339,1.042808073,1.104001954,0.924926176,0.729804677,0.898847202,0.889080224,0.793858404,1.091633372,0.830769062,0,0,1.313076445,1.379444231,1.365427596,1.074768438
"scaffold_5181689","Pseudomonadota","Actinomycetia",0.712827986,0.870545405,0.873395166,0.784513262,0.706058482,0.722726695,0.719491977,0.739926376,1.729218864,0.822046372,0.985776379,0.704249854,0,0,0.889080224,0.652004606,0.825414107,0,0,0,1.314082466,0,0,0
"scaffold_5196562","Pseudomonadota","Undefined",0.643051214,0.838684918,0.850075365,0,0.652836794,0.752946773,0.679104031,0.751969747,1.730860101,0,0,0.889268888,0.746225025,0.877829587,0.889080224,0.752294109,0.991501883,0,1.194636907,1.263785307,1.306369921,0,1.112917897,0
"scaffold_5251709","Pseudomonadota","GammaPseudomonadota",0.783148815,0.877318145,0.872552121,0.897119341,0.756984319,0.798786511,0.760077306,0.791275819,1.736861508,0.980371838,0.909938815,0.919169619,0.89085298,1.022014563,0.889080224,0.795921667,1.092248985,0.870586469,1.444912314,1.6072347,1.318379662,1.414273254,1.392793787,1.134882139
"scaffold_5448766","Pseudomonadota","GammaPseudomonadota",0.698462118,0.787977294,0,0.685191509,0.739829712,0.798314731,0.683081356,0.780891709,1.402658542,0.926733164,0.870488082,0.923119733,0.738598134,0.833060863,0.889080224,0.754360665,0.951447031,0,1.405249325,1.50406418,1.265569031,1.121909183,0,0
"scaffold_549788","Pseudomonadota","Actinomycetia",0.723726486,0.87986602,0.707034182,0,0,0,0,0.65649525,0,0,0,0,0,0,0.6725094,0,0,0,0,0,0,0,0,0
"scaffold_5651548","Pseudomonadota","AlphaPseudomonadota",0.688744732,0.799345807,0.870781716,0.815380994,0.749580816,0.769430168,0.735954332,0.715050184,1.614694186,1.009799909,0.935614995,0.900172347,0.876009794,1.014188563,0.888636827,0.795921667,1.079283584,0.838316015,1.369315333,1.480525938,1.308239058,1.406107829,1.217897044,1.122452626
"scaffold_566487","Pseudomonadota","AlphaPseudomonadota",0.687226805,0.87986602,0,0,0.703489965,0.807383175,0.638487773,0.76778641,0,0,0,0.885128814,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_573","Pseudomonadota","AlphaPseudomonadota",0.788625488,0.868938352,0.717099793,0.691205104,0.781241536,0.843332792,0.770740707,0.797433608,1.368850613,0.822675021,1.09900932,0.937579949,0,0,0.681787318,0,0.901735228,0,0,0,0,0,0,0
"scaffold_58091","Pseudomonadota","Actinomycetia",0.788731859,0.799550045,0.6572112,0,0.674172691,0.791658627,0.751505127,0.75190492,0,0.805620745,0.87601147,0.858038967,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_591916","Pseudomonadota","Clostridia",0.675853042,0.829972627,0,0,0,0,0.582044512,0,0,0,0,0.810408424,0,0,0,0,0,0.714597239,0,0,0,0,0,0
"scaffold_63258","Pseudomonadota","Actinomycetia",0.788731859,0.835170358,0,0,0,0,0.749486609,0.650735916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_6758743","Actinomycetota","Actinomycetia",0.678082613,0.821872026,0.708349065,0.89686879,0.810984247,0.784763194,0.720720973,0.748477733,0,1.041058424,1.100958497,0.867190688,0.898446956,1.030470316,0.737753157,0.778324029,1.079839235,0.873396626,1.444935702,1.615593888,1.009034785,1.162591347,1.419058993,1.157448541
"scaffold_6761266","Pseudomonadota","AlphaPseudomonadota",0.714981895,0.777318837,0,0,0.748819052,0.810759437,0.753150216,0.751835089,0,0,1.053679671,0.916162509,0.83141203,0.783212925,0,0,1.061658574,0.873396626,0,0,0,0,0,0
"scaffold_7124860","Pseudomonadota","Undefined",0.690841818,0,0.778806125,0.675464635,0.723274082,0.758880174,0.7159054,0.721787732,1.569353916,0,1.050420113,0.848910164,0.896528661,1.03063636,0.870103809,0.753136945,1.086904343,0.835422859,0,0,1.301704504,1.342721089,1.416378207,1.094460195
"scaffold_716","Bacillota","Actinomycetia",0.788731859,0.87969267,0,0,0,0.692458854,0.767923043,0.797416151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_7357121","Pseudomonadota","GammaPseudomonadota",0.601478971,0.701360827,0,0,0.716929106,0,0.645426031,0.611556997,0,1.025873933,0,0,0.898659871,1.019885118,0,0.742669354,0.864926281,0.870254911,1.446144842,1.611123201,0,0,1.363568224,1.157602129
"scaffold_7440","Pseudomonadota","AlphaPseudomonadota",0.788731859,0.87986602,0,0,0.638369613,0.835108272,0.770740707,0.797372073,0,0,0,0.856314787,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_7457505","Pseudomonadota","Undefined",0.636189281,0,0,0.709191876,0.688434639,0,0.646106052,0,0,1.021543033,0,0,0.898659871,1.03063636,0,0.795406841,0,0.870006988,1.447707116,1.618692627,0,1.105072504,1.380256807,1.138882819
"scaffold_7935980","Pseudomonadota","GammaPseudomonadota",0.622857154,0.868795207,0,0.897278862,0.655696805,0.683347839,0.706089,0.654574022,0,0.99875903,0.850558124,0,0.858276713,1.007170703,0,0.738695424,0.823807067,0,0,1.618692627,0,1.315130072,1.105002399,1.084081562
"scaffold_7974519","Pseudomonadota","Actinomycetia",0.701427033,0.858911159,0.873395166,0.877526746,0.78536288,0.760583405,0.729439852,0.665355294,1.736861508,1.043134431,1.050078975,0.837745429,0.873244456,1.01571375,0.889080224,0.795921667,1.075204767,0.854250448,1.400495016,1.590655732,1.318379662,1.385375383,1.414558031,1.138178223
"scaffold_79956","Pseudomonadota","AlphaPseudomonadota",0.788731859,0.808270926,0,0,0,0.742775714,0.736082131,0.73903483,0,0.834507545,1.013421108,0.843488532,0,0,0,0,0,0,0,0,0,1.083569529,0,0
"scaffold_80452","Pseudomonadota","Actinomycetia",0.777192752,0.775751065,0,0,0,0.635944841,0.746199049,0.651946581,0,0,0.838588404,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_82067","Pseudomonadota","Actinomycetia",0.788731859,0.839924481,0,0.732581734,0,0.74746768,0.76535797,0.767847463,0,0.825492241,0,0.800738175,0,0,0,0.623257735,0,0,0,0,0,0,0,0
"scaffold_8271411","Actinomycetota","Actinomycetia",0.653206705,0.720111274,0.658838691,0.899434487,0.811838255,0.841493668,0.649475023,0.652612713,0,1.043134431,1.107317869,0.865100073,0.862472777,0.984728377,0,0.795921667,1.092952301,0.873316711,1.415434157,1.497755203,0,1.414273254,1.419745192,1.146499856
"scaffold_8272175","Undefined","Undefined",0.717312568,0.797457396,0,0.864198992,0.667394798,0.688101585,0.703742115,0.707524532,0,1.035925694,0,0,0.879150267,1.011696817,0,0.795921667,1.082776379,0.812689903,1.368603238,1.390544119,0,1.414273254,1.188184414,1.093475246
"scaffold_8273549","Pseudomonadota","AlphaPseudomonadota",0.613907368,0.858280145,0.873395166,0.899434487,0.811838255,0.825706697,0.714108716,0.707110358,1.736861508,1.043134431,1.107317869,0.834337907,0.898495341,1.03063636,0.889080224,0.795921667,1.092952301,0.873343324,1.447707116,1.618692627,1.318379662,1.414273254,1.419745192,1.157602129
"scaffold_8274210","Pseudomonadota","Undefined",0.705548424,0.75547621,0.840742619,0.898106051,0.774779821,0.660224675,0.7058542,0.731477685,0,1.041160439,0,0,0.863445146,1.022644718,0.80590079,0.795297156,1.030399875,0.804584291,1.397726274,1.611520353,0,1.414207978,1.33403363,1.083922939
"scaffold_8276331","Pseudomonadota","Undefined",0.607663612,0,0.691089879,0.899434487,0.811691793,0.813589895,0.757253092,0,0,1.043134431,0.947203261,0.72993138,0.898659871,1.03063636,0,0.794413968,1.092755124,0.848500961,1.427465856,1.572844758,0,1.414273254,1.408987606,1.152798801
"scaffold_8611679","Pseudomonadota","GammaPseudomonadota",0.601081913,0.721540753,0,0.823760195,0.741782514,0.756077859,0.689778399,0.698890258,0,0.928250005,1.044901844,0.903171481,0.809877565,0.88320713,0,0.672865961,1.005651542,0.806870065,1.160536095,1.312378462,0,1.214312946,1.27319997,0.963900036
"scaffold_8649547","Pseudomonadota","Undefined",0.655353196,0.78721167,0.717701851,0.731848008,0.69871259,0,0.66349521,0.713142328,0,0.796341304,0,0,0.898659871,1.019762721,0.776429769,0.649602635,1.091755677,0.873396626,1.352893611,1.488514102,0.990982702,1.208755293,1.418190778,1.157371691
"scaffold_88631","Bacillota","Actinomycetia",0.788731859,0,0,0,0.624117019,0.672214305,0,0,0,0.860069384,0,0,0,0,0.701517469,0,0,0,0,0,0,0,1.173202614,0
"scaffold_9025961","Undefined","Undefined",0.741277069,0.851507624,0,0.828463005,0.734228261,0.774701707,0.747133246,0.763201172,0,0.99248972,0,0.819218237,0.898659871,1.03063636,0,0.737592923,1.091416087,0.873396626,1.447707116,1.614553072,0,1.323991681,1.419745192,1.157602129
"scaffold_9067","Pseudomonadota","AlphaPseudomonadota",0.772987874,0.868908494,0,0,0.804452692,0.835374874,0.764613992,0.790108657,0,0,0.869364824,0.936470689,0.691655371,0.836834487,0,0,1.042175679,0,0,0,0,0,0,0
"scaffold_9067111","Pseudomonadota","GammaPseudomonadota",0.659539939,0.844384336,0.762984087,0.875593564,0.683459664,0.743236594,0.673306789,0.696805941,1.51296613,1.007449497,1.075959751,0.890283791,0.868120908,1.011489967,0.85564404,0.754809266,1.059029676,0.864888231,1.394902212,1.457703488,1.225191068,1.130713709,1.304595944,1.157602129
"scaffold_9080","Actinomycetota","Actinomycetia",0.788731859,0.87986602,0,0,0,0.663551256,0.770740707,0.797433608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_91238","Pseudomonadota","Actinomycetia",0.786507991,0.777738714,0,0,0.724474082,0.815425218,0.767118805,0.797058874,0,0,1.031345873,0.935675252,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_91580","Pseudomonadota","Actinomycetia",0.788465755,0.772999701,0,0,0,0,0.736676256,0.721026339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_971943","Undefined","Undefined",0.614951201,0.75459238,0,0.899434487,0,0.768114562,0.621061176,0.651483961,0,0,1.097619827,0.845634762,0,0,0,0,0,0,0,1.236895111,0,0,0,0
"scaffold_973608","Pseudomonadota","Undefined",0.63694499,0.8200693,0.858101208,0.899434487,0.787382857,0.728861091,0.733032218,0.755963224,1.691979127,1.034291975,0,0,0,0,0.770059835,0,0,0,0,0,0,0,0,0
"scaffold_974466","Pseudomonadota","AlphaPseudomonadota",0.696230009,0.83251832,0,0.899434487,0.806494284,0.813029985,0.732732155,0.736368478,0,1.02493823,1.075185606,0.881853126,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_97495","Pseudomonadota","Actinomycetia",0.782129967,0.73863691,0,0,0.621969633,0.801205228,0.770361219,0.719300034,0,0,0.97919394,0.908786659,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_978017","Pseudomonadota","Undefined",0.763295548,0.866905385,0.859540209,0.899434487,0.801931748,0.81974805,0.74863893,0.791456157,1.708854938,1.043134431,1.101044387,0.907632668,0.851819585,0.96119664,0.830262837,0.762969275,0.98530512,0.768114003,1.277106574,1.48296681,1.203697983,1.330326589,1.213954531,0.936131138
"scaffold_982435","Pseudomonadota","AlphaPseudomonadota",0.608400462,0.800585665,0,0.899434487,0.800349554,0.804120099,0.711177661,0.726726946,0,0.969786338,1.088587119,0.847460959,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_986180","Pseudomonadota","GammaPseudomonadota",0.657021932,0,0,0.82414978,0.729845736,0.655844683,0.688313678,0.682198494,0,0.810781576,0.831177795,0.736237544,0.859868797,0.989927079,0,0.600795326,0.977880815,0.837508579,1.374200128,1.550724557,0,1.240521919,1.339113565,1.093299797
"scaffold_1071116","Pseudomonadota","Undefined",0,0.817279707,0.805217899,0.836702567,0.746591208,0.655764173,0.579212531,0.626528668,1.382268997,1.003143596,0.904778434,0,0.815642793,0.917337767,0.847603503,0.740041717,0.849625276,0.744706776,1.334030345,1.262056885,1.253221868,1.277092014,1.117434553,1.076864059
"scaffold_1076413","Pseudomonadota","AlphaPseudomonadota",0,0.701038289,0.710883661,0.899434487,0.663491856,0.752210677,0,0.71335306,0,0.988389781,0.960978628,0,0.838634879,0.879187887,0.852600788,0.753771236,0.908360166,0.836310605,1.253620427,1.344534286,1.020234643,1.356919615,1.200280763,0.928953617
"scaffold_1323344","Actinomycetota","Actinomycetia",0,0.690150042,0.713806713,0.899154638,0.811838255,0.841765403,0.660084254,0,0,1.041630375,1.107317869,0.912640866,0,0,0.700454123,0.730574357,0,0.673284381,0,0,0,0,1.136289607,0
"scaffold_1328802","Pseudomonadota","Undefined",0,0.704657642,0,0.77616975,0.811838255,0.826718764,0.60718227,0,0,0.970636193,1.087316474,0.853137354,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1329205","Pseudomonadota","Actinomycetia",0,0.788127824,0.829851481,0.885951958,0.802012542,0.806852957,0.681779463,0.712474964,1.676015427,1.029582718,1.086661706,0.922466293,0.841034279,0.987779008,0.874124011,0.756726546,0.985004147,0.800225656,1.26847178,1.49458567,1.279586567,1.199054345,1.319641017,1.040762207
"scaffold_1554650","Bacillota","Actinomycetia",0,0.819922133,0.788586239,0.824070752,0.811838255,0.762318364,0.643993997,0,0,0.951645742,0.941697107,0.735908123,0,0.846622977,0.813887848,0.659424529,0.950021185,0,1.126876173,0,1.211009666,1.148474052,0,0.889277751
"scaffold_1622674","Pseudomonadota","GammaPseudomonadota",0,0.853987607,0,0.827512796,0.793930058,0.745102401,0.650312472,0.793768931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1687781","Pseudomonadota","Undefined",0,0.861098179,0,0,0,0.843570668,0.770740707,0,0,0,0,0.910898116,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_1775935","Pseudomonadota","Undefined",0,0.730932601,0.700420319,0.86872209,0.806690012,0.823407271,0.648926078,0.737917831,1.444560425,0.833998699,0.848583596,0.766315699,0.836411236,0.821492591,0,0,0.923411407,0,1.347426916,1.317852681,0,0,0,0
"scaffold_1873168","Pseudomonadota","Undefined",0,0.848647023,0,0.898783195,0,0.818526209,0.705442617,0.744887295,0,0,0,0,0.710598536,0.797045353,0,0,0,0,0,0,0,0,0,0
"scaffold_1884106","Pseudomonadota","Undefined",0,0.840380634,0,0,0.64303419,0.843570668,0.665823124,0.772383337,0,0,0,0.930864114,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2104923","Pseudomonadota","GammaPseudomonadota",0,0.793622322,0,0,0,0,0.703353541,0.674332518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_2180933","Actinomycetota","Actinomycetia",0,0.70091835,0,0,0,0.733179741,0.770320456,0.639599148,0,0,1.013733207,0.802873444,0.734019894,0,0,0,0,0.727195555,0,0,0,0,0,0.929742604
"scaffold_2199605","Pseudomonadota","GammaPseudomonadota",0,0.823935749,0,0,0,0.772569723,0.770740707,0.769741681,0,0,0,0,0,0,0.729998183,0,0,0,0,0,1.117402421,0,0,0
