"CLASS","Sage1_L_100_16","Sage1_L_113_16","Sage1_L_20_16","Sage1_L_40_16","Sage1_L_60_16","Sage1_L_80_16","Sage1_R_100_16","Sage1_R_113_16","Sage1_R_20_16","Sage1_R_40_16","Sage1_R_60_16","Sage1_R_80_16","Sage2_L_100_16","Sage2_L_115_16","Sage2_L_20_16","Sage2_L_40_16","Sage2_L_60_16","Sage2_L_80_16","Sage2_R_100_16","Sage2_R_115_16","Sage2_R_20_16","Sage2_R_40_16","Sage2_R_60_16","Sage2_R_80_16"
"Bacteriovoracia",5.98799055927009e-06,8.17405974354498e-06,1.64203112443127e-05,1.84264323652624e-05,2.28946675261737e-05,1.69977371124142e-05,6.68460212119882e-06,6.41894873667065e-06,1.16875519131116e-05,8.05627085475569e-06,9.83595581389543e-06,8.67128445080989e-06,1.21880926716833e-05,1.28039581363996e-05,1.42230524664479e-05,1.21281868495418e-05,1.36746081990902e-05,1.11734056918931e-05,1.22175143191238e-05,1.47666715363231e-05,1.62021447286806e-05,1.39361547125003e-05,1.13952679440572e-05,9.03739545132107e-06
"Bacteroidia",0.00112766203890987,0.00119886209571993,0.00186391431200896,0.00196659032464613,0.00207424196277849,0.00192490253840413,0.00126798812593262,0.0011429825952595,0.00174620683027748,0.00161088797682138,0.00133981823843898,0.00161508092449116,0.00163936693677215,0.00163526810659304,0.00183512823676907,0.00172629018079533,0.00159805836598944,0.00152399021458949,0.00160837664310788,0.00169257596269738,0.00178828149654616,0.00175163528581416,0.00150503001371136,0.00124644331867506
"Balneolia",2.13007908444264e-05,2.65891828439452e-05,4.6932235047381e-05,4.4927368800696e-05,4.63859387663846e-05,3.8518477233282e-05,2.81434522427543e-05,2.59830850457785e-05,4.79766791495012e-05,4.39432955713947e-05,3.00830695360661e-05,4.02130816406309e-05,3.9531416680441e-05,3.91027354597238e-05,4.35110203179185e-05,4.20893002889653e-05,3.52778165917897e-05,3.64137285098349e-05,3.50760894968394e-05,3.94255793445519e-05,4.21376674473521e-05,3.99270832513133e-05,3.66357864401439e-05,2.7494721611162e-05
"Bdellovibrionia",6.32167247593171e-05,7.34725829822089e-05,0.000165158476006432,0.000154243731596859,0.000159591493504925,0.000134158105363647,7.74051379384679e-05,7.23497466649208e-05,0.000154823990157638,0.000120477868691574,9.75542752068225e-05,0.000102050178880469,0.00014292478709753,0.000160786395158888,0.00015556740563769,0.000163595764837152,0.000152380568889536,0.000131365419110664,0.00015488655249728,0.000166304261962473,0.00017241983867984,0.000165909921852316,0.000143238518056799,0.000110217970980397
"BetaPseudomonadota",0.0602730103164392,0.0669835539797054,0.0948759612674116,0.075028636884307,0.0826989695758953,0.0741988430304208,0.067617262503857,0.0671607436215538,0.106207958631261,0.0762240404981412,0.0662039204164187,0.0736169829707354,0.108293531450551,0.108887991895371,0.0800690061741783,0.0777004418702742,0.0785610695307502,0.094106162044208,0.102350452698317,0.11288747638587,0.0765809484542066,0.0877732470564577,0.0828236562343938,0.106886232340917
"Blastocatellia",0.000324585656193717,0.000385026400333877,0.000523061550909742,0.000432641589879513,0.000510245326430231,0.000535975856501748,0.000371485054187641,0.000352461743663038,0.000503719058378672,0.000413433172500872,0.000361802117364926,0.000469875226178261,0.000532578566294117,0.000517408869439973,0.00054991372012799,0.000573797995614987,0.000489568790606515,0.00048904794793282,0.000483182985653091,0.000560345006793386,0.000540534985146019,0.000563160011932136,0.00044014222433921,0.000362021804031491
"Caldilineae",0.000145677297041174,0.000181097702938885,0.000159306874181186,0.000185713593613937,0.000179726868853677,0.000192227627859277,0.000159195715485111,0.000156410660439831,0.000160451329967655,0.000154900116889166,0.000141499715217443,0.000167247398844996,0.000157943073573125,0.000161062739579098,0.000160973051746434,0.000166515513523153,0.000154607703775381,0.000148147785428766,0.000150551305480816,0.00015347302795761,0.000136630026443351,0.000162147160079941,0.000139762961333862,0.000119829169317516
"Caldisericia",5.98799055927009e-06,7.32846735628171e-06,6.74725516584484e-06,7.86746550426934e-06,1.06642913884132e-05,1.37878640096407e-05,7.11037295694397e-06,7.44324906699044e-06,6.63737516053249e-06,7.32388259523245e-06,6.26970282874036e-06,1.50663567332822e-05,6.80159478681953e-06,8.47456221977524e-06,6.86782907258387e-06,7.68118500470978e-06,5.61237991233017e-06,6.054116231464e-06,5.51758711186238e-06,8.45857884119477e-06,6.71058979434158e-06,7.66488509187515e-06,4.84298887622431e-06,3.8731694791376e-06
"Calditrichia",2.63288745201494e-05,3.73939744589759e-05,6.47258814139452e-05,6.59072768120809e-05,5.66773528335246e-05,5.74859092042163e-05,3.41042439431863e-05,3.37336242118649e-05,6.49308439617309e-05,4.76052368690109e-05,3.86535807423259e-05,4.78546510629071e-05,6.15338910914948e-05,6.00127965889519e-05,5.68479012911297e-05,6.74237350413414e-05,6.10234958721614e-05,5.43089838410741e-05,6.10875715956192e-05,6.63783390419183e-05,5.29592491877768e-05,7.49068315796889e-05,5.56089075669992e-05,4.70518366354494e-05
"Candidatus Babeliae",4.34243590176075e-06,5.26146374297148e-06,1.34348001089831e-05,1.6563085272146e-05,1.23795270662698e-05,1.3496057363934e-05,5.79048336613401e-06,5.18978834028691e-06,1.36354772319635e-05,6.95768846547082e-06,6.55730387593029e-06,7.04541861628304e-06,1.25532789689622e-05,1.11458916151392e-05,1.1564537986738e-05,1.39249552716961e-05,1.0912960940642e-05,1.21527480234535e-05,1.30057410493899e-05,1.29745997479344e-05,1.29979892412923e-05,1.28909431090627e-05,1.16231733029384e-05,1.00415505014679e-05
"Candidatus Brocadiia",2.61460351137595e-05,3.04413259414779e-05,5.51722457808906e-05,5.24497700284623e-05,5.37689097275937e-05,5.66834409285229e-05,3.25714689345038e-05,2.88511259706739e-05,4.73273707098839e-05,3.73518012356855e-05,2.59416144565312e-05,4.38441820044075e-05,4.76568117948966e-05,5.0110454864758e-05,4.68784719922176e-05,5.10282231891831e-05,3.7460408779918e-05,3.77046797650736e-05,4.61112637205642e-05,5.4192250880875e-05,5.27174261321249e-05,5.05185608328135e-05,3.68067154593048e-05,3.14157079974494e-05
"Candidatus Desulfofervidia",1.39415047372319e-05,1.30597046477328e-05,8.24001073350963e-06,1.32504682177168e-05,1.58845738862378e-05,1.79461087109609e-05,1.22622000694603e-05,1.09600135344217e-05,6.34879363181369e-06,1.39153769309416e-05,1.07562791649032e-05,1.37656640656607e-05,1.27358721176017e-05,1.1928867472401e-05,6.60197762461288e-06,1.06458529012644e-05,1.22492418721492e-05,1.513529057866e-05,1.02469474934587e-05,1.39064770778965e-05,6.89195708608054e-06,1.27515815619377e-05,1.28196764370644e-05,1.19542267874617e-05
"Candidatus Izimaplasma",3.38252901821364e-06,3.1474827748133e-06,4.29913603487459e-06,3.51965562033102e-06,3.20674496294942e-06,3.57463140990685e-06,2.895241683067e-06,3.51676446743126e-06,4.61730445950086e-06,2.92955303809298e-06,2.81849026246126e-06,3.08914508560102e-06,2.64760065527203e-06,2.80950160546897e-06,4.25362316753582e-06,2.78499105433922e-06,3.91975739908774e-06,3.16060479730841e-06,1.57645346053211e-06,2.79563198988641e-06,5.07828416869093e-06,3.13563481031256e-06,3.58950940237802e-06,2.15176082174311e-06
"Candidatus Saccharimonadia",1.22045303765276e-05,1.02880407117032e-05,3.00342420214156e-05,2.53277178953232e-05,7.11449928989243e-05,3.59651690833485e-05,1.5966406340443e-05,1.06527234353258e-05,2.95074613114977e-05,2.16054536559357e-05,2.82424228340506e-05,2.17324066548423e-05,2.54717442352033e-05,2.48249404155373e-05,4.02321857929429e-05,2.73108800167459e-05,3.83067200365393e-05,4.29575159070791e-05,2.99526157501101e-05,2.78846370273285e-05,3.96589811269196e-05,3.78366600444382e-05,2.93997912956676e-05,2.97899331543546e-05
"Candidatus Thermofonsia",3.67964305359727e-05,5.02657696873168e-05,4.40661443574646e-05,5.08624743565483e-05,5.94366450109462e-05,7.60156312065906e-05,4.33008939952815e-05,4.08012964910714e-05,4.01128324919138e-05,3.77179953654471e-05,3.65253329931205e-05,4.54700478389344e-05,4.20420724742335e-05,4.25109833089812e-05,4.39984146391986e-05,4.53684026593969e-05,4.81061135342586e-05,4.3892342678114e-05,4.65053770856972e-05,4.48017947097181e-05,4.34676942534378e-05,5.17728147569385e-05,4.05101775411234e-05,3.39978209835412e-05
"Candidatus Uabimicrobiia",8.50203239713158e-06,1.00061765826154e-05,2.2510753960385e-05,2.6431923580133e-05,2.572853516785e-05,2.36363383022412e-05,1.09848875622248e-05,1.13014469778616e-05,1.71706009587688e-05,1.57463475797498e-05,1.89241489050971e-05,1.60418762339983e-05,1.73007008335879e-05,1.95743964315461e-05,1.62169383262303e-05,2.00339679070208e-05,2.14695802995488e-05,1.63817262733732e-05,2.28585751777156e-05,2.24367387906268e-05,1.85599195212871e-05,2.33430591434379e-05,1.8916144787135e-05,1.48232412164526e-05
